date,pitcher_name,line,side,price,sportsbook,event_id,snapshot_time_et,source
2026-08-26,Clay Holmes,6.5,over,100,prizepicks,164065,2026-08-25T01:53:43.751685+00:00,propline_free_sample
2026-08-26,Clay Holmes,6.5,under,100,prizepicks,164065,2026-08-25T01:53:43.751685+00:00,propline_free_sample
2026-08-26,Clay Holmes,1.5,over,100,prizepicks,164065,2026-08-25T01:53:43.751685+00:00,propline_free_sample
2026-08-26,Clay Holmes,1.5,under,100,prizepicks,164065,2026-08-25T01:53:43.751685+00:00,propline_free_sample
2026-08-26,George Kirby,8.5,over,100,prizepicks,164069,2026-08-25T01:53:43.921410+00:00,propline_free_sample
2026-08-26,George Kirby,8.5,under,100,prizepicks,164069,2026-08-25T01:53:43.921410+00:00,propline_free_sample
2026-08-26,Aaron Nola,9.5,over,100,prizepicks,164069,2026-08-25T01:53:43.921410+00:00,propline_free_sample
2026-08-26,Aaron Nola,9.5,under,100,prizepicks,164069,2026-08-25T01:53:43.921410+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-185,sleeper,164067,2026-08-26T01:09:48.310208+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,109,sleeper,164067,2026-08-26T01:09:48.310208+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-149,sleeper,164069,2026-08-25T23:09:58.089970+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-135,sleeper,164069,2026-08-26T00:42:56.664500+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-111,sleeper,164069,2026-08-25T20:14:03.221076+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-122,sleeper,164069,2026-08-26T00:42:56.664500+00:00,propline_free_sample
2026-08-26,Michael King,6.5,over,212,underdog,164067,2026-08-26T01:39:03.468424+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-159,underdog,164067,2026-08-25T19:04:58.116938+00:00,propline_free_sample
2026-08-26,Michael King,6.5,under,-334,underdog,164067,2026-08-26T01:39:03.468424+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,117,underdog,164067,2026-08-25T19:04:58.116938+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,107,dabble,164067,2026-08-25T07:14:38.882463+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-111,dabble,164067,2026-08-26T01:35:15.788515+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-105,dabble,164067,2026-08-25T07:58:22.212209+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,120,dabble,164067,2026-08-25T21:27:14.871550+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,100,smarkets,164067,2026-08-26T01:37:28.473325+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-141,smarkets,164067,2026-08-26T01:37:28.473325+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-132,smarkets,164067,2026-08-26T01:37:28.473325+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,-106,smarkets,164067,2026-08-26T01:37:28.473325+00:00,propline_free_sample
2026-08-26,Michael King,9.5,over,100,prizepicks,164067,2026-08-25T02:59:30.254834+00:00,propline_free_sample
2026-08-26,Michael King,9.5,under,100,prizepicks,164067,2026-08-25T02:59:30.254834+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,141,novig,164065,2026-08-26T01:38:23.286825+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-156,novig,164065,2026-08-26T01:39:21.339823+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-156,novig,164069,2026-08-26T01:31:18.344791+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-127,novig,164069,2026-08-26T01:02:20.534068+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-130,onexbet,164069,2026-08-25T22:32:26.636569+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-120,onexbet,164069,2026-08-25T20:28:14.925937+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-105,onexbet,164069,2026-08-25T22:32:26.636569+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-110,onexbet,164069,2026-08-25T20:28:14.925937+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,100,onexbet,164065,2026-08-26T00:27:00.302029+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,100,onexbet,164065,2026-08-26T00:27:00.302029+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-135,onexbet,164065,2026-08-26T00:27:00.302029+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-135,onexbet,164065,2026-08-26T00:27:00.302029+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,118,dabble,164065,2026-08-26T01:17:51.078061+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-116,dabble,164065,2026-08-26T01:37:12.891622+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,102,underdog,164065,2026-08-25T22:20:51.661999+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-134,underdog,164065,2026-08-25T07:58:16.812272+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,-101,smarkets,164065,2026-08-26T01:23:52.289284+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-139,smarkets,164065,2026-08-25T22:34:39.839053+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,109,draftkings,164067,2026-08-25T23:16:28.342799+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-139,draftkings,164067,2026-08-25T23:16:28.342799+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-151,draftkings,164067,2026-08-25T22:34:05.599257+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,118,draftkings,164067,2026-08-25T22:34:05.599257+00:00,propline_free_sample
2026-08-26,Michael King,6.5,over,239,novig,164067,2026-08-26T01:19:55.872294+00:00,propline_free_sample
2026-08-26,Michael King,6.5,under,-292,novig,164067,2026-08-25T23:58:32.034209+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,135,novig,164065,2026-08-26T01:26:23.668439+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-138,novig,164065,2026-08-26T01:26:23.668439+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,-120,onexbet,164067,2026-08-25T18:30:54.037977+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-135,onexbet,164067,2026-08-25T23:24:55.158846+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-110,onexbet,164067,2026-08-25T18:30:54.037977+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,100,onexbet,164067,2026-08-25T23:24:55.158846+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,119,prophetx,164065,2026-08-26T01:39:31.239694+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-164,prophetx,164065,2026-08-25T23:31:34.049332+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,-164,prophetx,164065,2026-08-25T23:51:59.043725+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-870,prophetx,164065,2026-08-26T01:27:49.936214+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-119,prophetx,164069,2026-08-26T01:39:30.723827+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,100,prophetx,164069,2026-08-26T01:37:33.200876+00:00,propline_free_sample
2026-08-26,Paul Skenes,10.5,over,9900,kalshi,164067,2026-08-25T23:44:26.656142+00:00,propline_free_sample
2026-08-26,Michael King,2.5,over,-2400,kalshi,164067,2026-08-26T00:27:38.967631+00:00,propline_free_sample
2026-08-26,Michael King,3.5,over,-2400,kalshi,164067,2026-08-26T01:33:15.925914+00:00,propline_free_sample
2026-08-26,Paul Skenes,3.5,over,-233,kalshi,164067,2026-08-25T21:50:52.081783+00:00,propline_free_sample
2026-08-26,Michael King,4.5,over,-733,kalshi,164067,2026-08-26T01:33:15.925914+00:00,propline_free_sample
2026-08-26,Paul Skenes,4.5,over,9900,kalshi,164067,2026-08-25T18:14:17.653998+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,-525,kalshi,164067,2026-08-26T01:34:53.004867+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,9900,kalshi,164067,2026-08-26T01:38:24.329945+00:00,propline_free_sample
2026-08-26,Michael King,6.5,over,-300,kalshi,164067,2026-08-26T00:23:35.617020+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,9900,kalshi,164067,2026-08-26T01:38:24.329945+00:00,propline_free_sample
2026-08-26,Michael King,7.5,over,9900,kalshi,164067,2026-08-26T01:26:23.864117+00:00,propline_free_sample
2026-08-26,Paul Skenes,7.5,over,9900,kalshi,164067,2026-08-25T23:44:26.656142+00:00,propline_free_sample
2026-08-26,Michael King,8.5,over,9900,kalshi,164067,2026-08-25T21:41:22.477517+00:00,propline_free_sample
2026-08-26,Paul Skenes,8.5,over,9900,kalshi,164067,2026-08-25T23:59:02.219783+00:00,propline_free_sample
2026-08-26,Michael King,9.5,over,9900,kalshi,164067,2026-08-26T01:39:53.169502+00:00,propline_free_sample
2026-08-26,Paul Skenes,9.5,over,9900,kalshi,164067,2026-08-25T18:06:15.197100+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,136,dabble,164068,2026-08-25T23:33:04.160264+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-135,dabble,164068,2026-08-25T22:14:21.245116+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,119,underdog,164068,2026-08-25T21:30:07.964214+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-105,underdog,164068,2026-08-25T22:29:38.271270+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-162,underdog,164068,2026-08-25T21:30:07.964214+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-130,underdog,164068,2026-08-25T22:29:38.271270+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-150,novig,164069,2026-08-26T01:37:20.894911+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-127,novig,164069,2026-08-25T23:58:32.198462+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,104,novig,164067,2026-08-26T01:39:52.799631+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-133,novig,164067,2026-08-26T01:36:23.704550+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,153,novig,164067,2026-08-26T01:34:23.165196+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-186,novig,164067,2026-08-26T01:39:52.799631+00:00,propline_free_sample
2026-08-26,Michael King,2.5,under,9900,kalshi,164067,2026-08-26T00:27:38.967631+00:00,propline_free_sample
2026-08-26,Michael King,3.5,under,9900,kalshi,164067,2026-08-26T01:33:15.925914+00:00,propline_free_sample
2026-08-26,Paul Skenes,3.5,under,9900,kalshi,164067,2026-08-25T22:14:25.070649+00:00,propline_free_sample
2026-08-26,Michael King,4.5,under,9900,kalshi,164067,2026-08-26T01:33:15.925914+00:00,propline_free_sample
2026-08-26,Paul Skenes,4.5,under,-9900,kalshi,164067,2026-08-25T16:12:26.060152+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,9900,kalshi,164067,2026-08-26T01:39:53.169502+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,-4900,kalshi,164067,2026-08-26T01:38:24.329945+00:00,propline_free_sample
2026-08-26,Michael King,6.5,under,9900,kalshi,164067,2026-08-26T01:39:53.169502+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-9900,kalshi,164067,2026-08-26T01:36:24.515822+00:00,propline_free_sample
2026-08-26,Michael King,7.5,under,-1900,kalshi,164067,2026-08-26T01:39:53.169502+00:00,propline_free_sample
2026-08-26,Paul Skenes,7.5,under,-9900,kalshi,164067,2026-08-25T23:44:26.656142+00:00,propline_free_sample
2026-08-26,Paul Skenes,8.5,under,-1900,kalshi,164067,2026-08-25T23:59:02.219783+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-149,smarkets,164068,2026-08-25T14:42:31.759596+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,106,smarkets,164068,2026-08-25T14:42:31.759596+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-127,smarkets,164068,2026-08-25T22:48:14.189605+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-110,smarkets,164068,2026-08-25T22:48:14.189605+00:00,propline_free_sample
2026-08-26,Michael King,8.5,under,-1900,kalshi,164067,2026-08-25T15:09:21.357662+00:00,propline_free_sample
2026-08-26,Paul Skenes,9.5,under,-1567,kalshi,164067,2026-08-25T14:05:39.766204+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,-9750,prophetx,164067,2026-08-26T01:39:31.570564+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-210,prophetx,164067,2026-08-26T01:39:31.570564+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,-156,prophetx,164067,2026-08-26T01:00:02.704910+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-940,prophetx,164067,2026-08-26T01:10:16.417077+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,9.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,9.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,3.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Taj Bradley,3.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,100,prizepicks,164068,2026-08-25T04:42:41.366703+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-115,prophetx,164069,2026-08-26T01:37:33.200876+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-103,prophetx,164069,2026-08-26T01:35:31.049058+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,114,draftkings,164068,2026-08-25T23:16:27.942286+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-146,draftkings,164068,2026-08-25T23:16:27.942286+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-106,draftkings,164068,2026-08-26T01:29:12.476643+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-121,draftkings,164068,2026-08-26T01:29:12.476643+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-136,underdog,164069,2026-08-25T14:36:18.266152+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-113,underdog,164069,2026-08-25T21:27:11.273020+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,100,underdog,164069,2026-08-25T14:36:18.266152+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-121,underdog,164069,2026-08-25T21:27:11.273020+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,104,sleeper,164068,2026-08-25T22:02:19.469238+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-128,sleeper,164068,2026-08-26T01:37:12.813562+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-172,sleeper,164068,2026-08-26T00:47:17.113616+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-128,sleeper,164068,2026-08-26T01:37:12.813562+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-108,dabble,164069,2026-08-25T07:58:22.466968+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,104,dabble,164069,2026-08-26T00:36:58.132730+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,109,dabble,164069,2026-08-25T07:14:39.204149+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-103,dabble,164069,2026-08-25T21:36:54.007810+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-132,smarkets,164069,2026-08-26T00:45:27.128733+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-105,smarkets,164069,2026-08-25T22:50:39.256391+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-114,smarkets,164069,2026-08-25T22:50:39.256391+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-122,smarkets,164069,2026-08-25T21:46:45.023006+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,116,fanduel,164068,2026-08-26T01:35:07.476802+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-148,fanduel,164068,2026-08-26T01:35:07.476802+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-111,fanduel,164068,2026-08-25T22:34:04.992951+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-115,fanduel,164068,2026-08-25T22:34:04.992951+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,over,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,under,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Taj Bradley,7.5,over,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Taj Bradley,7.5,under,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Taj Bradley,8.5,over,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Taj Bradley,8.5,under,100,prizepicks,164068,2026-08-25T05:04:11.072491+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,-102,underdog,164065,2026-08-25T09:15:34.830226+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-136,underdog,164065,2026-08-25T22:31:52.225729+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,115,dabble,164065,2026-08-26T01:37:12.891622+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-114,dabble,164065,2026-08-26T01:37:12.891622+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,102,novig,164068,2026-08-26T01:24:52.995275+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-111,novig,164068,2026-08-25T22:32:29.243487+00:00,propline_free_sample
2026-08-26,Gage Jump,7.5,over,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,7.5,under,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,8.5,over,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,8.5,under,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,2.5,over,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Gage Jump,2.5,under,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,100,prizepicks,164068,2026-08-25T05:15:03.898078+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-10000,prophetx,164068,2026-08-26T01:10:17.727303+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-280,prophetx,164068,2026-08-26T00:04:47.678841+00:00,propline_free_sample
2026-08-26,Gage Jump (ATH),5.5,over,115,bovada,164068,2026-08-25T21:26:53.819199+00:00,propline_free_sample
2026-08-26,Gage Jump (ATH),5.5,under,-150,bovada,164068,2026-08-25T21:26:53.819199+00:00,propline_free_sample
2026-08-26,Taj Bradley (MIN),5.5,over,-115,bovada,164068,2026-08-25T21:26:53.819199+00:00,propline_free_sample
2026-08-26,Taj Bradley (MIN),5.5,under,-115,bovada,164068,2026-08-25T21:26:53.819199+00:00,propline_free_sample
2026-08-26,Michael King (SD),5.5,over,110,bovada,164067,2026-08-26T00:42:40.323119+00:00,propline_free_sample
2026-08-26,Michael King (SD),5.5,under,-145,bovada,164067,2026-08-26T00:42:40.323119+00:00,propline_free_sample
2026-08-26,Paul Skenes (PIT),5.5,over,-160,bovada,164067,2026-08-25T16:24:30.286803+00:00,propline_free_sample
2026-08-26,Paul Skenes (PIT),5.5,under,120,bovada,164067,2026-08-25T16:24:30.286803+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-108,dabble,164068,2026-08-25T22:29:40.768112+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,109,dabble,164068,2026-08-26T01:35:15.125713+00:00,propline_free_sample
2026-08-26,Gage Jump,2.5,over,-9900,kalshi,164068,2026-08-25T23:33:08.736964+00:00,propline_free_sample
2026-08-26,Taj Bradley,2.5,over,-3233,kalshi,164068,2026-08-25T21:43:55.171320+00:00,propline_free_sample
2026-08-26,Gage Jump,2.5,under,9900,kalshi,164068,2026-08-26T01:24:22.644144+00:00,propline_free_sample
2026-08-26,Taj Bradley,2.5,under,9900,kalshi,164068,2026-08-25T14:34:33.049150+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,over,-1329,kalshi,164068,2026-08-25T21:55:17.164768+00:00,propline_free_sample
2026-08-26,Taj Bradley,3.5,over,-1329,kalshi,164068,2026-08-25T20:07:22.134277+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,under,9900,kalshi,164068,2026-08-25T21:55:17.164768+00:00,propline_free_sample
2026-08-26,Taj Bradley,3.5,under,9900,kalshi,164068,2026-08-25T20:07:22.134277+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-1011,kalshi,164068,2026-08-26T01:39:53.076270+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,over,-809,kalshi,164068,2026-08-25T22:36:32.366568+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,9900,kalshi,164068,2026-08-26T01:38:24.216857+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,under,9900,kalshi,164068,2026-08-25T22:38:55.074833+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,-567,kalshi,164068,2026-08-25T20:49:53.791750+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-1567,kalshi,164068,2026-08-25T23:46:28.016107+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,9900,kalshi,164068,2026-08-25T20:49:53.791750+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,9900,kalshi,164068,2026-08-25T23:46:28.016107+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,over,-223,kalshi,164068,2026-08-25T21:18:28.881401+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,over,-567,kalshi,164068,2026-08-25T22:45:39.484803+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,under,9900,kalshi,164068,2026-08-25T21:18:28.881401+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,under,9900,kalshi,164068,2026-08-25T20:27:46.163329+00:00,propline_free_sample
2026-08-26,Gage Jump,7.5,over,-9900,kalshi,164068,2026-08-25T21:27:23.520939+00:00,propline_free_sample
2026-08-26,Taj Bradley,7.5,over,-144,kalshi,164068,2026-08-25T23:17:27.495185+00:00,propline_free_sample
2026-08-26,Gage Jump,7.5,under,9900,kalshi,164068,2026-08-26T01:39:53.076270+00:00,propline_free_sample
2026-08-26,Taj Bradley,7.5,under,9900,kalshi,164068,2026-08-26T01:38:24.216857+00:00,propline_free_sample
2026-08-26,Gage Jump,8.5,over,-488,kalshi,164068,2026-08-26T01:22:22.542613+00:00,propline_free_sample
2026-08-26,Taj Bradley,8.5,over,178,kalshi,164068,2026-08-25T22:49:21.310081+00:00,propline_free_sample
2026-08-26,Gage Jump,8.5,under,9900,kalshi,164068,2026-08-26T01:22:22.542613+00:00,propline_free_sample
2026-08-26,Taj Bradley,8.5,under,9900,kalshi,164068,2026-08-26T01:38:24.216857+00:00,propline_free_sample
2026-08-26,Taj Bradley,9.5,over,-456,kalshi,164068,2026-08-25T22:45:39.484803+00:00,propline_free_sample
2026-08-26,Taj Bradley,9.5,under,9900,kalshi,164068,2026-08-26T01:36:24.432381+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,113,novig,164068,2026-08-26T01:15:22.006784+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-120,novig,164068,2026-08-26T01:25:48.167749+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,-102,smarkets,164065,2026-08-25T22:34:39.839053+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-137,smarkets,164065,2026-08-25T22:34:39.839053+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-166,prophetx,164068,2026-08-25T23:10:32.610831+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,160,prophetx,164068,2026-08-26T00:58:00.522751+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,100,prizepicks,164067,2026-08-25T05:47:37.424936+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,100,prizepicks,164067,2026-08-25T05:47:37.424936+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-165,onexbet,164068,2026-08-26T00:27:00.461084+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-130,onexbet,164068,2026-08-26T00:27:00.461084+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,125,onexbet,164068,2026-08-26T00:27:00.461084+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-105,onexbet,164068,2026-08-26T00:27:00.461084+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,-176,prophetx,164068,2026-08-26T01:18:14.738128+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,136,prophetx,164068,2026-08-26T01:39:31.013379+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,120,pinnacle,164065,2026-08-26T00:22:38.755135+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-160,pinnacle,164065,2026-08-26T00:22:38.755135+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,132,pinnacle,164065,2026-08-26T00:53:20.000913+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-177,pinnacle,164065,2026-08-26T00:53:20.000913+00:00,propline_free_sample
