date,event_id,away_team,home_team,pitcher_name,side,line,price,sportsbook,market_key,commence_time_utc,collected_at_utc,snapshot_time_et,source_last_update,source
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,2.5,-4000,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,3.5,-950,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,4.5,-360,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,5.5,-156,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,under,5.5,122,FanDuel,pitcher_strikeouts,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,6.5,124,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,7.5,250,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,46bb732d224f9da07f9e3bb2f32281cc,Pittsburgh Pirates,Chicago White Sox,Jared Jones,over,8.5,500,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:41:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:45Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,2.5,-3500,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,3.5,-770,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,4.5,-280,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,5.5,-104,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,under,5.5,-122,FanDuel,pitcher_strikeouts,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,6.5,182,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Max Fried,over,7.5,390,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,over,2.5,-770,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,over,3.5,-265,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,over,4.5,-102,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,under,4.5,-125,FanDuel,pitcher_strikeouts,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,over,5.5,215,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
2026-09-10,de5c4fe6a041ce8073e59e063fe7f31f,Colorado Rockies,New York Yankees,Ryan Feltner,over,6.5,430,FanDuel,pitcher_strikeouts_alternate,2026-09-10T23:05:00+00:00,2026-09-10T22:49:00.819552+00:00,2026-09-10T18:49:00.819552-04:00,2026-09-10T22:48:46Z,the_odds_api_fanduel_fallback
