date,event_id,away_team,home_team,pitcher_name,side,line,price,sportsbook,market_key,commence_time_utc,collected_at_utc,snapshot_time_et,source_last_update,source
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,over,2.5,-670,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,over,3.5,-230,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,over,4.5,114,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,under,4.5,-146,FanDuel,pitcher_strikeouts,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,over,5.5,240,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Jake Irvin,over,6.5,500,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Nick Pivetta,over,2.5,-900,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Nick Pivetta,over,3.5,-295,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Nick Pivetta,over,4.5,-113,FanDuel,pitcher_strikeouts_alternate,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
2026-09-07,4b966f5cc20bd2c8aabb3ffae91d489c,Washington Nationals,San Diego Padres,Nick Pivetta,under,4.5,-113,FanDuel,pitcher_strikeouts,2026-09-07T21:11:00+00:00,2026-09-07T18:54:32.041507+00:00,2026-09-07T14:54:32.041507-04:00,2026-09-07T18:54:04Z,the_odds_api_fanduel_fallback
