date,commence_time_utc,pitcher_name,line,side,price,sportsbook,event_id,home_team,away_team,vendor_snapshot_time,collected_at_utc,collected_at_et,snapshot_time_et,source
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo,5.5,over,108,fanduel,210379,Athletics,Seattle Mariners,2026-09-13T00:08:42.766896+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo,5.5,under,-138,fanduel,210379,Athletics,Seattle Mariners,2026-09-13T00:08:42.766896+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump,5.5,over,112,fanduel,210379,Athletics,Seattle Mariners,2026-09-12T23:29:22.311420+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump,5.5,under,-142,fanduel,210379,Athletics,Seattle Mariners,2026-09-12T23:29:22.311420+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo (SEA),6.5,over,105,bovada,210379,Athletics,Seattle Mariners,2026-09-12T22:15:51.482887+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo (SEA),6.5,under,-135,bovada,210379,Athletics,Seattle Mariners,2026-09-12T22:15:51.482887+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump (ATH),4.5,over,-115,bovada,210379,Athletics,Seattle Mariners,2026-09-12T22:15:51.482887+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump (ATH),4.5,under,-115,bovada,210379,Athletics,Seattle Mariners,2026-09-12T22:15:51.482887+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump,5.5,over,-113,novig,210379,Athletics,Seattle Mariners,2026-09-13T01:27:07.142564+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump,5.5,under,-178,novig,210379,Athletics,Seattle Mariners,2026-09-12T23:43:28.142573+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo,5.5,over,110,prophetx,210379,Athletics,Seattle Mariners,2026-09-13T01:39:13.855819+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Bryan Woo,5.5,under,-150,prophetx,210379,Athletics,Seattle Mariners,2026-09-13T01:29:44.255781+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
2026-09-12,2026-09-13 01:40:00+00:00,Gage Jump,5.5,over,114,prophetx,210379,Athletics,Seattle Mariners,2026-09-12T19:03:34.466659+00:00,2026-09-13T05:11:03.966607+00:00,2026-09-13T01:11:03.966607-04:00,2026-09-13T01:11:03.966607-04:00,propline_free_sample
