date,pitcher_name,line,side,price,sportsbook,event_id,snapshot_time_et,source,archive_file,commence_time_utc,home_team,away_team,vendor_snapshot_time,collected_at_utc,collected_at_et,name_key,matched_mlb_date,game_id,pitcher_id,mlb_pitcher_name,actual_k,mlb_is_starter,date_offset_days,market_result
2026-08-25,Aaron Nola,3.5,over,100,prizepicks,164069,2026-08-24 21:18:29.142499-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,10.5,over,100,prizepicks,164069,2026-08-24 21:18:29.142499-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,3.5,under,100,prizepicks,164069,2026-08-24 21:18:29.142499-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,10.5,under,100,prizepicks,164069,2026-08-24 21:18:29.142499-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,9.5,over,100,prizepicks,164069,2026-08-24 21:53:43.921410-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,9.5,under,100,prizepicks,164069,2026-08-24 21:53:43.921410-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,109,dabble,164069,2026-08-25 03:14:39.204149-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-108,dabble,164069,2026-08-25 03:58:22.466968-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,-136,underdog,164069,2026-08-25 10:36:18.266152-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,100,underdog,164069,2026-08-25 10:36:18.266152-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,under,-111,sleeper,164069,2026-08-25 16:14:03.221076-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-130,onexbet,164069,2026-08-25 18:32:26.636569-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-105,onexbet,164069,2026-08-25 18:32:26.636569-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,under,-102,fanduel,164069,2026-08-25 18:36:16.292810-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,under,-105,smarkets,164069,2026-08-25 18:50:39.256391-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-125,fanduel,164069,2026-08-25 19:07:34.656808-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,-149,sleeper,164069,2026-08-25 19:09:58.089970-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,-130,pinnacle,164069,2026-08-25 19:24:31.161970-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-102,pinnacle,164069,2026-08-25 19:24:31.161970-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-132,smarkets,164069,2026-08-25 20:45:27.128733-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-127,novig,164069,2026-08-25 21:02:20.534068-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-156,novig,164069,2026-08-25 21:31:18.344791-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-103,prophetx,164069,2026-08-25 21:35:31.049058-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-115,prophetx,164069,2026-08-25 21:37:33.200876-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T192236Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,,,,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,-108,dabble,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T07:58:22.466968+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,109,dabble,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T07:14:39.204149+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-125,fanduel,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T23:07:34.656808+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-102,fanduel,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T22:36:16.292810+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-156,novig,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-26T01:31:18.344791+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-127,novig,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-26T01:02:20.534068+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-130,onexbet,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T22:32:26.636569+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-105,onexbet,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T22:32:26.636569+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-130,pinnacle,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T23:24:31.161970+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-102,pinnacle,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T23:24:31.161970+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,6.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,7.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,8.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,4.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,3.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:18:29.142499+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,10.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:18:29.142499+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,9.5,over,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:53:43.921410+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,6.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,7.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,8.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,4.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T00:15:15.348572+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,3.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:18:29.142499+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,10.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:18:29.142499+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,9.5,under,100,prizepicks,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T01:53:43.921410+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,over,-115,prophetx,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-26T01:37:33.200876+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-103,prophetx,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-26T01:35:31.049058+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-149,sleeper,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T23:09:58.089970+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-111,sleeper,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T20:14:03.221076+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-132,smarkets,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-26T00:45:27.128733+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
2026-08-25,Aaron Nola,5.5,under,-105,smarkets,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T22:50:39.256391+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,LOSS
2026-08-25,Aaron Nola,5.5,over,-136,underdog,164069,2026-08-26 17:25:22.132623-04:00,propline_free_sample,2026-08-26/propline_pitcher_k_20260826T212523Z.csv,2026-08-26 01:40:00+00:00,Seattle Mariners,Philadelphia Phillies,2026-08-25T14:36:18.266152+00:00,2026-08-26T21:25:22.132623+00:00,2026-08-26T17:25:22.132623-04:00,aaronnola,2026-08-25,823098.0,605400.0,Aaron Nola,7.0,1.0,0,WIN
