archive_files,quote_rows,unique_dates,unique_pitchers,graded_rows,starter_graded_rows,utc_date_repairs,pending_rows,earliest_date,latest_date
124,78628,29,404,73385,73136,1251,5243,2026-08-25,2026-09-22
