date,event_id,away_team,home_team,pitcher_name,side,line,price,sportsbook,market_key,commence_time_utc,collected_at_utc,snapshot_time_et,source_last_update,source
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,2.5,-1400,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,3.5,-390,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,4.5,-140,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,under,4.5,110,FanDuel,pitcher_strikeouts,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,5.5,152,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,6.5,330,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,008f42799432660532a3e011a06b8356,Chicago White Sox,Minnesota Twins,Zebby Matthews,over,7.5,750,FanDuel,pitcher_strikeouts_alternate,2026-08-30T18:11:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:52:46Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,over,2.5,-620,FanDuel,pitcher_strikeouts_alternate,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,over,3.5,-215,FanDuel,pitcher_strikeouts_alternate,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,over,4.5,126,FanDuel,pitcher_strikeouts_alternate,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,under,4.5,-162,FanDuel,pitcher_strikeouts,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,over,5.5,255,FanDuel,pitcher_strikeouts_alternate,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
2026-08-30,369e8c1f02400fd5e4528e7397bdcde6,Los Angeles Dodgers,Detroit Tigers,Framber Valdez,over,6.5,560,FanDuel,pitcher_strikeouts_alternate,2026-08-30T17:41:00+00:00,2026-08-30T15:54:47.465052+00:00,2026-08-30T11:54:47.465052-04:00,2026-08-30T15:54:31Z,the_odds_api_fanduel_fallback
