date,commence_time_utc,pitcher_name,line,side,price,sportsbook,event_id,home_team,away_team,vendor_snapshot_time,collected_at_utc,collected_at_et,snapshot_time_et,source
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,4.5,over,-170,underdog,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T18:06:46.753660+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Matthew Liberatore,5.5,over,-143,underdog,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T16:50:22.992960+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,4.5,under,125,underdog,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T18:06:46.753660+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Matthew Liberatore,5.5,under,105,underdog,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T16:50:22.992960+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,5.5,over,120,dabble,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T07:24:17.914655+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Matthew Liberatore,5.5,over,-120,dabble,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T16:56:56.477093+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,5.5,under,-120,dabble,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T07:24:17.914655+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Matthew Liberatore,5.5,under,122,dabble,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T16:56:56.477093+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,5.5,over,120,smarkets,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T16:57:15.800863+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
2026-08-30,2026-08-30 18:15:00+00:00,Braxton Ashcraft,5.5,under,-169,smarkets,176292,St. Louis Cardinals,Pittsburgh Pirates,2026-08-30T17:56:22.830324+00:00,2026-08-30T21:22:28.519225+00:00,2026-08-30T17:22:28.519225-04:00,2026-08-30T17:22:28.519225-04:00,propline_free_sample
